# ALPHA = 0.05
# TOT_SETS = 1


# _SET1_ SET = Fernandez.2018.All.ARC.interactors
# _SET1_ NGENES = 777
# _SET1_ P = 0.000659453
_SET1_     GENE        CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
_SET1_     7203          1  156268752  156343206    130      11  263002      0.44033      0.32985
_SET1_     477           1  160050520  160123381    198      30  261500      0.90139      0.18369
_SET1_     93185         1  160051129  160103650    119      21  261932       1.2412      0.10726
_SET1_     4720          1  161132209  161194185    109      23  260598       0.3778      0.35279
_SET1_     481           1  169040947  169111960    226      40  253936       1.3457     0.089203
_SET1_     26052         1  171775618  172397606   1364      73  252688       2.1484     0.015839
_SET1_     7143          1  175281935  175747752   1270     113  252413       3.5931   0.00016341
_SET1_     9462          1  178027864  178458649    666      27  255296       1.0162      0.15476
_SET1_     10228         1  180932164  181027074    191      29  249980     -0.50733      0.69404
_SET1_     2752          1  182340839  182396341    150      18  257933       1.3839     0.083201
_SET1_     23114         1  204762782  205001950    694      66  247396       1.0162      0.15478
_SET1_     6900          1  204977340  205057173    248      41  250248        1.932     0.026677
_SET1_     2058          1  220131940  220255000    370      17  261092      0.29134       0.3854
_SET1_     4139          1  220666568  220847799    355      18  250316     0.035921      0.48567
_SET1_     55740         1  225664534  225875845    483      30  255010      0.21795      0.41373
_SET1_     375           1  228235361  228296913     67      10  259005       1.0199       0.1539
_SET1_     149371        1  231458482  231508578     98       7  256309     -0.21455      0.58494
_SET1_     9804          1  235262656  235327256    136      12  255388      0.99569       0.1597
_SET1_     88            1  236814754  236937931    494      40  256574       1.6894     0.045567
_SET1_     56776         1  240220185  240648491   1325      93  252723    -0.013425      0.50536
_SET1_     9475          2   11309894   11519711    572      22  256279       1.1245       0.1304
_SET1_     1653          2   15696745   15781235    237      23  255993     0.066096      0.47365
_SET1_     7447          2   17686807   17847706    522      19  259995       1.2756      0.10105
_SET1_     388           2   20611835   20659201    161      35  221951      0.77419      0.21941
_SET1_     2281          2   24237584   24296551    151      22  259342       2.6233     0.004354
_SET1_     50618         2   24415733   24618647    460      22  250361       1.0759      0.14098
_SET1_     22979         2   25229973   25392004    379      31  255102       4.0713   2.3376e-05
_SET1_     3030          2   26403504   26502665    169       7  258290     -0.37174      0.64496
_SET1_     3032          2   26432616   26523333    150       8  258185     -0.38637      0.65039
_SET1_     22924         2   27158525   27260087    142       9  258012       4.0713   2.3379e-05
_SET1_     5500          2   28939614   29035806    166      15  261543       1.9233     0.027221
_SET1_     30845         2   31421880   31501260    325      39  246095     -0.56869      0.71522
_SET1_     6801          2   37054841   37228673    437      29  254714       1.3075     0.095521
_SET1_     9167          2   42567640   42631150    117      15  262905    -0.011133      0.50444
_SET1_     129285        2   48632908   48752531    382      29  256028       1.6313     0.051411
_SET1_     9378          2   50135643   51294674   3328     131  261220        4.506   3.3032e-06
_SET1_     6711          2   54648454   54908583    743      37  259412      0.52292      0.30051
_SET1_     10575         2   62085262   62150806    170      24  257815      0.90038      0.18396
_SET1_     4190          2   63780743   63844331    116      12  258216       2.5464    0.0054423
_SET1_     5861          2   65303988   65392435    258      19  253387      0.74509      0.22811
_SET1_     10097         2   65419829   65508387    214      19  260002       2.5926    0.0047624
_SET1_     22848         2   69675127   69936566    520      32  232613     -0.69106      0.75524
_SET1_     5093          2   70278972   70326335     87       6  258690     0.094745      0.46226
_SET1_     119           2   70878334   71030375    501      31  255996      0.02232       0.4911
_SET1_     23233         2   72393113   73088177    967      23  259865       2.7247    0.0032182
_SET1_     94097         2   73159165   73333965    331      22  252356       3.8318   6.3615e-05
_SET1_     10574         2   73426364   73490150    160      21  253693       4.8788   5.3358e-07
_SET1_     150726        2   73471810   73531758     98      24  239239       3.5882   0.00016651
_SET1_     1639          2   74578281   74654214     79       8  254208      0.79254      0.21402
_SET1_     7841          2   74678184   74727537     42       8  249340       1.2175       0.1117
_SET1_     80059         2   76964849   77784502   2745     113  248532        3.151   0.00081362
_SET1_     1496          2   79705060   80885993   3292     236  253647       4.8309   6.7965e-07
_SET1_     8802          2   84640647   84721586    177      13  251493      0.80689      0.20986
_SET1_     10989         2   86361055   86458264    248      15  261635       2.3907    0.0084072
_SET1_     10120         2   98262402   98315561     62      10  248065      0.43062      0.33337
_SET1_     151011        2  110290372  110406783    306      21  257963       3.4701   0.00026009
_SET1_     10096         2  114612511  114729131    349      17  261219       2.0525     0.020062
_SET1_     23332         2  122085352  122442052    810      18  254216       2.8385    0.0022664
_SET1_     274           2  127795599  127899903    405      36  252773       1.3414     0.089897
_SET1_     785           2  152679285  152990593    677      36  256916      0.24645      0.40267
_SET1_     114793        2  153156684  153516348   1051      61  259152       1.8987     0.028802
_SET1_     2820          2  157256965  157452915    351      24  252641       5.8285   2.7959e-09
_SET1_     8502          2  159278476  159547941    876      33  256518      0.80004      0.21184
_SET1_     10213         2  162129786  162278228    212      20  258184        3.408   0.00032725
_SET1_     8604          2  172629915  172785816    345      24  257842       1.3508     0.088386
_SET1_     11069         2  173565525  173927621   1000      83  254309      0.36911      0.35602
_SET1_     8575          2  179286141  179350958     84      14  257918     0.046097      0.48162
_SET1_     10787         2  183779579  183938586    385      25  258294     -0.24357      0.59622
_SET1_     2744          2  191710547  191840278    206      19  260103     -0.22758      0.59001
_SET1_     57520         2  197053971  197493416   1158      63  256698     -0.82337      0.79485
_SET1_     3329          2  198341308  198399998     53       9  257226       2.0814     0.018698
_SET1_     10152         2  204157597  204306892    208      28  252172       1.9114     0.027979
_SET1_     4719          2  206977803  207059243    189      15  260586      0.91857      0.17916
_SET1_     8745          2  207273268  207495854    433      48  256524      0.50397      0.30714
_SET1_     4133          2  210253733  210608842    865      33  257926       1.2294      0.10946
_SET1_     10314         2  211285973  211377347    199      17  260774       3.0581    0.0011135
_SET1_     10109         2  219046817  219129071    138      13  254143      -0.3492      0.63653
_SET1_     7277          2  220104433  220154330    105      13  243703      0.30221      0.38125
_SET1_     2043          2  222272747  222472010    452      47  253820       1.3498     0.088548
_SET1_     10056         2  223426162  223555827    340      26  257435      0.84703      0.19849
_SET1_     2181          2  223690732  223818119    317      22  261613       1.4289     0.076516
_SET1_     55619         2  225619807  225942330    821      55  258456       1.5903     0.055884
_SET1_     547           2  241643181  241794725    417      44  245263        1.111      0.13328
_SET1_     3069          2  242156682  242290116    363      31  248045       4.1028   2.0407e-05
_SET1_     4735          2  242219723  242303442    226      26  252573       3.9449    3.991e-05
_SET1_     9901          3    9012275    9326369    947     120  249803       1.3727     0.084923
_SET1_     10093         3    9799082    9858789    118      19  255549     -0.63079      0.73591
_SET1_     491           3   10355707   10768131   1410     124  249387      0.87976      0.18949
_SET1_     6854          3   12147150   12243532    233      23  261081         2.23     0.012874
_SET1_     9922          3   12928542   13149652    688      80  253927      0.89409      0.18564
_SET1_     5868          3   19953572   20036667    284      25  262622       1.3554     0.087647
_SET1_     51143         3   32557463   32647373    254      29  246511       0.2885      0.38648
_SET1_     23122         3   33527737   33794705    409      30  257346     0.014597      0.49418
_SET1_     57599         3   39058477   39148155    258      20  256539     -0.36323      0.64178
_SET1_     1499          3   41201401   41291939    125      14  253025       5.3719   3.8956e-08
_SET1_     84892         3   43110721   43182575    159      22  259230     -0.17092      0.56786
_SET1_     22908         3   45695754   45796901    283      17  263401     0.043355      0.48271
_SET1_     22907         3   47809399   47901686     85      12  253479       2.2957     0.010845
_SET1_     4134          3   47882180   48165769    279      15  253369       2.5477    0.0054223
_SET1_     7384          3   48626432   48682391     53      10  249094       5.9096   1.7147e-09
_SET1_     51517         3   48690419   48758366     90       8  258471        5.945   1.3822e-09
_SET1_     5576          3   48774017   48920270    107      12  257726       4.6784   1.4453e-06
_SET1_     387           3   49386569   49484526    153      15  261068       8.7166   1.4329e-18
_SET1_     8927          3   49556922   49718982    205      19  261014       9.4251   2.1479e-21
_SET1_     79012         3   49885414   49942655     61       9  262355       9.0148   9.8615e-20
_SET1_     2771          3   50229120   50306786    107      20  232907       4.6845   1.4033e-06
_SET1_     9254          3   50390230   50575892    314      20  246270       4.7743   9.0185e-07
_SET1_     1795          3   50677672   51431629   1241      19  259027       2.4734    0.0066919
_SET1_     55799         3   54121620   55118584   2837     211  248730       4.4387   4.5252e-06
_SET1_     26059         3   55532336   56537391   2883     111  256691       1.6599     0.048471
_SET1_     5162          3   58403357   58454579    178      17  263738     -0.48041      0.68453
_SET1_     8618          3   62374021   62896064   1819     105  252745       2.8253    0.0023617
_SET1_     9868          3  100072303  100155242    161      25  253448        1.177      0.11959
_SET1_     6152          3  101389934  101440564     75      10  259868      0.24115      0.40472
_SET1_     29114         3  111682586  111742735    292      28  257610    -0.065554      0.52613
_SET1_     523           3  113430866  113540905    128       6  258610      0.72383      0.23458
_SET1_     2596          3  115307151  115450334    367      74  236997       -1.173       0.8796
_SET1_     4045          3  115511210  116199385   1582      86  256717      0.19217       0.4238
_SET1_     2932          3  119530800  119848264    502      37  259011       1.8542     0.031854
_SET1_     8997          3  123778558  124450036   2026     101  254212        4.765   9.4446e-07
_SET1_     5361          3  126672437  126766235    306      23  254312       1.5075     0.065839
_SET1_     6184          3  128328813  128404719    215      19  260630       1.1357      0.12805
_SET1_     7879          3  128409975  128543641    370      24  253910       1.1986      0.11535
_SET1_     23317         3  132101361  132267876    362      32  254397       4.6035   2.0771e-06
_SET1_     58477         3  133467877  133550336    200      26  256027     0.011489      0.49542
_SET1_     51560         3  133533079  133649691    336      55  241035       1.6705     0.047407
_SET1_     6747          3  156247929  156307973    191      17  260848     0.040241      0.48395
_SET1_     59345         3  179103876  179204371    216      36  250029       1.4783     0.069669
_SET1_     1173          3  183857634  183911879    101      17  259654       3.6336   0.00013975
_SET1_     5708          3  183981886  184036842    102      19  259982       1.5928     0.055605
_SET1_     1974          3  186466361  186517686    137      33  238103     -0.24545      0.59694
_SET1_     4976          3  193275933  193425600    364      18  261504     0.071801      0.47138
_SET1_     1739          3  196759431  197061171    760      31  258456       1.8231     0.034146
_SET1_     1487          4    1195228    1277908    241      26  255457      0.65672      0.25568
_SET1_     3954          4    1803206    1892974     88      26  230312        1.474     0.070237
_SET1_     118           4    2810454    2941803    282      36  249865       2.7769    0.0027444
_SET1_     1400          4    5812491    5929785    452      62  252567      0.30493      0.38021
_SET1_     84448         4    7957037    8195559    811     119  243537      0.32799      0.37146
_SET1_     7345          4   41223898   41280446    174      22  257660       1.5824     0.056773
_SET1_     10396         4   42400390   42694122    978      49  258340       1.1388      0.12738
_SET1_     55763         4   56684802   56781244    226      28  258404      0.68009      0.24822
_SET1_     23284         4   62031949   62948168   1892     130  256347      0.52459      0.29993
_SET1_     22902         4   71535647   71684336    379      14  245087     -0.22566      0.58927
_SET1_     8671          4   72018003   72447804    784      49  247982       2.8074    0.0024971
_SET1_     55752         4   77835895   77971307    331      32  256719      0.83634      0.20148
_SET1_     5910          4   99147527   99375012    462      19  252480     -0.54907      0.70852
_SET1_     5530          4  101934587  102303655    787      46  258482       1.4584     0.072362
_SET1_     817           4  114362188  114718669    860      71  254510       1.4708     0.070678
_SET1_     22824         4  128668453  128765228     99      12  250479     -0.23322      0.59221
_SET1_     166614        4  150964426  151188609    616      36  258174       1.2504      0.10557
_SET1_     2891          4  158106736  158297227    288      24  257223       2.1725     0.014909
_SET1_     9693          4  159990224  160291314    492      38  257153       2.4501    0.0071402
_SET1_     133121        4  184999859  185174114    569      67  245419      0.74513       0.2281
_SET1_     291           4  186029417  186081538    134      20  239759       0.2107      0.41656
_SET1_     8470          4  186496598  186912870   1601     154  249563       2.0327     0.021041
_SET1_     133957        5     194875     253333    320      13  253039     -0.83758      0.79887
_SET1_     11336         5     408305     477414    311      18  247362      0.73108      0.23237
_SET1_     11076         5     649977     728510    147      19  244740      0.14814      0.44112
_SET1_     22948         5   10215041   10276501    255      23  254172       1.4265     0.076863
_SET1_     1501          5   10961952   11939155   2672     199  246628       3.4859   0.00024528
_SET1_     7204          5   14108817   14520313    960      55  258564      0.60431      0.27282
_SET1_     1008          5   24477209   24680085    641      46  252622      0.17855      0.42915
_SET1_     6507          5   36571457   36698436    346      58  240263      0.82228      0.20546
_SET1_     115827        5   57842950   58165221    924      68  255731       3.9632   3.6971e-05
_SET1_     3796          5   61566989   61693011    275      16  260805       3.2126   0.00065772
_SET1_     4131          5   71368118   71515397    356      56  250650      0.31241      0.37737
_SET1_     9456          5   78659647   78844659    422      34  249897     -0.90788      0.81803
_SET1_     5924          5   80221491   80535981    891      94  255335       2.4621    0.0069055
_SET1_     1462          5   82732493   82888122    354      51  252743       1.0722      0.14182
_SET1_     1404          5   82924017   83051896    318      44  232553      0.87961      0.18954
_SET1_     1176          5  115142303  115259778    208      35  246586     0.055467      0.47788
_SET1_     3295          5  118753138  118888030    344      24  251921      0.89775      0.18466
_SET1_     6558          5  127384483  127535380    203      15  260915     -0.38042      0.64818
_SET1_     51735         5  130749614  131005929    334      12  258745        3.088    0.0010075
_SET1_     23305         5  131275666  131382761    164      16  260172       1.9813     0.023777
_SET1_     11127         5  132018323  132108265    139       9  249682       2.8519    0.0021729
_SET1_     23176         5  132076509  132148976    105      10  233465       3.2147    0.0006529
_SET1_     3308          5  132352662  132450709    268      17  249919      0.43173      0.33297
_SET1_     7416          5  133297566  133376300    174      24  258271       1.2162      0.11196
_SET1_     3313          5  137880571  137946318    123      13  257375       2.4326     0.007495
_SET1_     1495          5  138054075  138280723    353       7  260282      0.13533      0.44618
_SET1_     5813          5  139458708  139509001     40       7  257420       2.9622    0.0015271
_SET1_     23092         5  142114881  142618572   1196      95  244075       1.1147      0.13249
_SET1_     57528         5  143515437  143868097    640      26  257677       3.4365   0.00029465
_SET1_     1809          5  146760371  146924619    195      32  254077    -0.072941      0.52907
_SET1_     22885         5  148486054  148650002    399      33  254939       1.1262      0.13005
_SET1_     815           5  149589054  149704403    253      41  249722       1.8294     0.033669
_SET1_     6208          5  149812712  149864351    154      18  237226      0.86332      0.19398
_SET1_     11346         5  149945642  150048792    224      30  242292      0.18458      0.42678
_SET1_     51164         5  150078309  150173657    168       7  254928      0.48829      0.31267
_SET1_     2890          5  152835084  153203429   1237      81  257717       2.4808     0.006554
_SET1_     26999         5  156658091  156832606    518      32  262881       2.6815     0.003665
_SET1_     2554          5  161239197  161336965    244      25  260946     -0.82737      0.79599
_SET1_     4869          5  170779652  170847888    192      17  260582       2.4942    0.0063114
_SET1_     1212          5  175809456  175878570    132      25  257164      -0.3469      0.63567
_SET1_     114787        5  176012803  176079339     98      23  247562     -0.33976      0.63298
_SET1_     1627          5  176873613  176935694     67      14  234769       6.4558   5.3817e-11
_SET1_     55770         6     475138     728141    850      58  254421      0.32826      0.37136
_SET1_     7280          6    3143900    3192783    150      19  235431      -1.0297      0.84842
_SET1_     347733        6    3214495    3262968    123      10  244096     -0.46496      0.67902
_SET1_     51299         6    5988232    6042838    224      32  255192        1.526     0.063504
_SET1_     221692        6   12681888   13300476   1523      81  255726       1.2235      0.11057
_SET1_     10486         6   17358447   17568023    567      55  237620       1.3194     0.093519
_SET1_     29993         6   34398838   34513000    294      42  246378       1.6809      0.04639
_SET1_     4736          6   35401178   35448558    171      28  249052     -0.32744      0.62833
_SET1_     23787         6   36925911   36989327    232      36  252322      0.68411      0.24695
_SET1_     23500         6   39725159   39882653    483      56  239032       2.5078    0.0060751
_SET1_     221424        6   43464703   43513081     70       9  254291       1.2952     0.097626
_SET1_     3326          6   44178903   44231625    139      30  250946       1.3239     0.092766
_SET1_     22999         6   72561406   73122845   1368      50  258568      0.81939      0.20628
_SET1_     1915          6   74215473   74265755    118      14  254101     -0.86601      0.80676
_SET1_     4646          6   76423893   76639254    478      29  233285       4.5183   3.1162e-06
_SET1_     9892          6   84252604   84454127    354      30  255609     -0.90594      0.81752
_SET1_     4907          6   86124302   86215509    192      13  262208       2.0475     0.020306
_SET1_     10492         6   86307502   86388568    102      17  257563       3.3312   0.00043239
_SET1_     23376         6   96934702   97013152    149      17  257491     -0.23317      0.59219
_SET1_     8936          6  110411022  110536219    288      13  254644        1.792     0.036564
_SET1_     2534          6  111971535  112229655    679      40  252392     -0.16311      0.56478
_SET1_     2697          6  121721745  121780873    222      25  253156    -0.087927      0.53503
_SET1_     2037          6  131150487  131419462    816      33  258864        2.418    0.0078026
_SET1_     8417          6  132768663  132869337    299      33  244522      0.60361      0.27305
_SET1_     134957        6  147490494  147721612    354      25  251063     -0.66303      0.74634
_SET1_     23345         6  152432819  152993534   1761     121  256005       1.2924     0.098116
_SET1_     7430          6  159176773  159275456    356      22  258988     -0.79588      0.78695
_SET1_     6950          6  160189530  160247135    177      18  262085      -1.1424      0.87336
_SET1_     9444          6  163800675  164009628    401      25  259734       0.3183      0.37513
_SET1_     6624          7    5597436    5656287    216      38  251741       1.0168      0.15462
_SET1_     9265          7    6191407    6347242    430      36  246132       3.7317   9.5107e-05
_SET1_     5879          7    6379126    6453598    299      27  248682       2.7203    0.0032616
_SET1_     4697          7   10961580   11014813    168      28  254626       1.5273     0.063337
_SET1_     51678         7   24578007   24743322    494      16  258035      0.15791      0.43726
_SET1_     989           7   35805596   35956715    264      12  253337      0.52678      0.29917
_SET1_     273           7   38413297   38706167   1200      77  255860       2.3552    0.0092561
_SET1_     5898          7   39628152   39757723    293      24  256210       3.8007   7.2147e-05
_SET1_     816           7   44246749   44400230    364      39  251787       1.0126      0.15562
_SET1_     4967          7   44611104   44758669    310      23  251034       3.0284    0.0012292
_SET1_     5478          7   44801241   44852716    116      17  256243       4.7079   1.2514e-06
_SET1_     55915         7   55398141   55511435    345      18  261553       2.1846     0.014458
_SET1_     2631          7   55997270   56077875    217      27  260205      0.51715      0.30253
_SET1_     6804          7   73103535   73169032    109      25  248889     -0.28485      0.61212
_SET1_     7461          7   73668805   73830273    307      20  245601      0.16117      0.43598
_SET1_     4191          7   75642182   75706826    148      15  257340       1.2609      0.10367
_SET1_     7532          7   75946108   76023342    190      25  253126       1.1674      0.12153
_SET1_     9863          7   77636374   79118121   5176     268  254267       3.7649   8.3298e-05
_SET1_     2770          7   79729140   79858725    312      43  251557        1.463     0.071738
_SET1_     781           7   81565760   82108031   1599     112  254176       1.4828     0.069062
_SET1_     27445         7   82373321   82827197   1187      60  255149       1.2019       0.1147
_SET1_     55607         7   94501949   94935727    697      37  246239       2.5167    0.0059237
_SET1_     1780          7   95366818   95749634    965      86  254831       1.7508     0.039994
_SET1_     10165         7   95739532   95986459    297      14  255565     -0.71827       0.7637
_SET1_     22853         7   97701197   97848945    399      24  252731       1.7434     0.040628
_SET1_     81628         7  100054142  100111902     72       8  260193        2.598    0.0046887
_SET1_     2783          7  100236363  100286792     79      16  252972       1.0218      0.15344
_SET1_     1174          7  100762685  100814557    136      26  252352       1.4309     0.076235
_SET1_     5577          7  106650178  106812256    347      28  258123       2.7719    0.0027866
_SET1_     4897          7  107778071  108131841   1147      50  260729       2.4733    0.0066926
_SET1_     9732          7  111356164  111881462   1191     137  247681       2.1417     0.016108
_SET1_     830           7  116467533  116569315    153      17  257499       2.2288     0.012913
_SET1_     5803          7  121478159  121712090    524      37  257918      0.31562      0.37615
_SET1_     381           7  127193406  127241759    110      19  259631       6.6638   1.3341e-11
_SET1_     27044         7  127257043  127742659    743      37  257530       7.1871   3.3079e-13
_SET1_     9296          7  128467857  128515903    140      18  256051       1.6339     0.051137
_SET1_     91584         7  131798091  132368447   1675     139  251581       5.2072   9.5866e-08
_SET1_     54927         7  132459623  132801839    654      29  252610       4.5811   2.3129e-06
_SET1_     60412         7  132902823  133760514   1454      42  260284       8.8836   3.2351e-19
_SET1_     5764          7  136902088  137063606    416      55  253648    -0.054202      0.52161
_SET1_     55750         7  141216078  141364209    224      14  248238      0.65943      0.25481
_SET1_     26047         7  145778453  148128090   7822     301  255144       2.5862    0.0048525
_SET1_     1020          7  150740899  150790052    104      18  260321     -0.20216       0.5801
_SET1_     10049         7  157094692  157220133    498      45  240922      0.93702      0.17437
_SET1_     9228          8     842021    1666642   3720     207  251704       2.3121     0.010385
_SET1_     526           8   20019704   20089207    204      34  250262     -0.56697      0.71463
_SET1_     2675          8   21539530   21707392    350      62  237221       1.9729     0.024252
_SET1_     2039          8   21871660   21950036    230      31  237435       0.6115      0.27043
_SET1_     203190        8   21994343   22049344    123      20  238553     -0.37613      0.64659
_SET1_     4747          8   24798468   24849383    157      15  258935     -0.36196      0.64131
_SET1_     1808          8   26336709   26525693    773      40  259257       2.8846    0.0019597
_SET1_     11160         8   37558743   37625319     32      15  244314     -0.44824      0.67301
_SET1_     286           8   41500744   41789280    794      76  247809       3.0488    0.0011487
_SET1_     10947         8   41975464   42038701    138      15  223651       1.7398     0.040949
_SET1_     7419          8   42214279   42273455    118      18  239027      0.95273      0.17036
_SET1_     7336          8   48885966   48987268     49      11  253652       1.3852        0.083
_SET1_     51606         8   54618103   54791099    210      15  241028      0.50468      0.30689
_SET1_     4067          8   56757386   56935006    523      39  258374    -0.090967      0.53624
_SET1_     6386          8   59430566   59505419    171      12  248631     -0.10753      0.54281
_SET1_     6129          8   74192874   74240869    112      15  262605     -0.43616      0.66864
_SET1_     54332         8   75227618   75289345    169      22  258432      0.37972      0.35208
_SET1_     92140         8   98621375   98752488    253      16  258744      0.48101      0.31525
_SET1_     6156          8   99043938   99092818    109      20  253415    -0.058687       0.5234
_SET1_     26986         8  101705144  101769969    130      11  259208       3.1522   0.00081031
_SET1_     7534          8  101920804  102000717    171      18  255275     -0.52238       0.6993
_SET1_     528           8  103998248  104095285    300      23  260909     -0.12909      0.55136
_SET1_     9694          8  109420853  109509136    268      14  261946       1.9471      0.02576
_SET1_     114569        8  120185610  120267913    204      33  251363       1.4723     0.070477
_SET1_     51571         8  130841839  131063897    425      41  259084        2.719    0.0032737
_SET1_     83696         8  140730324  141503678   2135     170  251358        2.039     0.020724
_SET1_     575           8  143510377  143636369    274      41  249987       6.7269   8.6664e-12
_SET1_     4062          8  144229331  144277053    127      18  247397     -0.56445      0.71378
_SET1_     1936          8  144651867  144714845    191      23  257578      0.51958      0.30168
_SET1_     65263         8  144676083  144726784    138      25  253266       1.4706     0.070705
_SET1_     23513         8  144863090  144932890    125      19  248100       1.1372      0.12773
_SET1_     80728         8  145744563  145873891    209      18  233946       2.4438    0.0072675
_SET1_     6132          8  146005152  146052805    133      13  246305      0.82097      0.20583
_SET1_     6456          9   17543953   17807122   1117      63  254974       1.0381      0.14961
_SET1_     3301          9   32990209   33049905    254      11  264327      0.75045      0.22649
_SET1_     11258         9   34603542   34655520     88      15  260212       1.1079      0.13396
_SET1_     7415          9   35046065   35107739    112      16  257360       3.6898   0.00011222
_SET1_     152007        9   36101730   36173910    204      33  251694    -0.015364      0.50613
_SET1_     1211          9   36155853   36222059    175      23  262229       1.3193     0.093529
_SET1_     9414          9   71679875   71880124    714      54  259129     -0.74684      0.77242
_SET1_     3190          9   86572998   86630692     81      13  258109       3.5988   0.00015987
_SET1_     549           9   93966097   94159215    477      28  250015      0.44554      0.32797
_SET1_     7111          9  100228462  100377177    330      52  244007       1.7006     0.044506
_SET1_     9568          9  101040364  101506479   1607     137  250229       1.3001     0.096782
_SET1_     51552         9  123930415  123999365    136      23  255697      0.46415      0.32127
_SET1_     11224         9  127610158  127659240     83      12  246391       1.2917     0.098222
_SET1_     286205        9  127694887  127940838    406      23  254304       1.0025      0.15805
_SET1_     3309          9  127987127  128038666     67      10  258007       1.7329     0.041559
_SET1_     6136          9  130199953  130248711    101       8  262597      0.83597      0.20159
_SET1_     6812          9  130339486  130464995    142      21  257507       1.1458      0.12595
_SET1_     1759          9  130930634  131027528    189      23  253680     -0.96226      0.83204
_SET1_     6709          9  131279837  131405944    141      12  253466      0.44249      0.32907
_SET1_     56262         9  131609391  131690318    155      14  250260      -1.1756      0.88011
_SET1_     6130          9  136180069  136228280    154      22  256530     -0.18963       0.5752
_SET1_     10439         9  137932089  138023030    459      56  254698      0.53077      0.29779
_SET1_     2902          9  139998609  140073214    128      25  240804       3.1868   0.00071918
_SET1_     10383         9  140100711  140148159    106      20  231387      0.53434      0.29655
_SET1_     22884        10    1060423    1188237    372      34  253057      0.68006      0.24823
_SET1_     5214         10    3074667    3188997    655      77  252433      -1.2022      0.88536
_SET1_     7431         10   17234934   17289592    157      22  245501     -0.15297      0.56079
_SET1_     5305         10   22813766   23038503    654      36  253716       4.3265   7.5752e-06
_SET1_     56243        10   23948675   24846772   2382     132  251423       3.6456   0.00013337
_SET1_     57584        10   24862538   25047597    276      20  258609       2.8889     0.001933
_SET1_     57512        10   25429290   25901158   1702      66  256363       3.8232   6.5865e-05
_SET1_     10006        10   27025525   27185016    502      25  250159      0.60414      0.27288
_SET1_     3799         10   32287938   32380371    217      22  260175       2.0261     0.021375
_SET1_     219771       10   35500953   35870848    533      26  257461       3.0087     0.001312
